,id_bdqa,nom_site,typologie,influence,adresse,so2_nb_d_3,so2_nb_j_s,no2_nb_h_s,no2_moy_an,nox_moy_an,pm10_moy_a,pm10_nb_j_,pm2_5_moy_,o3_nb_j_ma,o3_aot40,co_nb_moy_,c6h6_moy_a,pb_moy_an,as_moy_an,cd_moy_an,ni_moy_an,bap_moy_an,X,Y
36,20037,Sud lyonnais / Ternay,périurbaine,fond,Salle Omnisports du Dévès Chemin du Dévès Ouest 69360 TERNAY,,,0,28,43,25,11,,,,,,,,,,,4.802542285,45.60192473
37,20045,Est lyonnais / Genas,périurbaine,fond,"DDE ""Les Grandes Terres"" - Porte du Dauphiné  69740 GENAS",,,0,29,59,24,11,,31,22564,,,,,,,,4.98054663,45.73188396
38,20046,Est lyonnais / Vaulx en Velin,urbaine,fond,ENTPE 3 Rue Maurice Audin 69120 VAULX-EN-VELIN,,,0,23,45,24,14,15,31,21471,,,,,,,,4.924922674,45.77896618
39,20047,Nord lyonnais / Côtière de l'Ain,périurbaine,fond,Passage de Paravis  1700 MIRIBEL,,,0,18,30,23,9,,24,18128,,,,,,,,4.9539617,45.82328012
40,20048,Est lyonnais / Saint Exupéry,périurbaine,fond,Complexe Sportif  Louis Durand Rue de l'Egalité 69330 PUSIGNAN,,,0,14,19,22,7,,25,20644,,,,,,,,5.072299004,45.75358327
41,20049,Haut-Beaujolais,rurale régionale,fond,Le Bourg Derrière l'église 69170 DIEME,,,0,5,,,,,43,22978,,,,,,,,4.46571625,45.96147357
42,20061,Villefranche Village,urbaine,fond,330 - rue des Jardiniers  69400 VILLEFRANCHE-SUR-SAONE,,,0,30,57,22,11,15,16,13014,,,,,,,,4.719287515,45.98644081
43,20062,Lyon Centre,urbaine,fond,20 rue du Lac  69003 LYON,0,0,0,30,54,24,14,17,16,15539,,,,,,5.1,,4.853725888,45.75799123
44,20063,Lyon Periphérique Est,proximité trafic,trafic,Boulevard périphérique Laurent Bonnevay  69500 BRON,,,,,,,,,,,,,,,,,,4.896150838,45.72832693
45,20065,Lyon - Tunnel Croix-Rousse - Sortie Rhône,proximité trafic,trafic,"Ecole Michel Servet 4, rue Alsace Lorraine 69001 LYON",,,44,55,112,27,22,,,,,,,,,,,4.836938611,45.77247945
46,20069,Lyon peripherique,proximité trafic,trafic,PR4 + 840 sens 1 RD383  Bd Laurent Bonnevay 69100 VILLEURBANNE,,,34,78,204,30,37,,,,0,,,,,,,4.898605889,45.77472819
47,27002,Roussillon,urbaine,fond,Lycée de l'Edit 24 Avenue du Lycée 38150 ROUSSILLON,,,0,28,53,23,12,,27,19137,,,,,,,,4.805143352,45.36781814
48,27003,Les Roches de Condrieu ZI,proximité industrielle,industrielle,"Stade des roches ""SIGIS"" Rue de Champagnole 38370 LES ROCHES-DE-CONDRIEU",0,0,0,18,28,,,,41,26384,,,,,,,,4.76653624,45.45457482
49,27004,Vienne Centre,urbaine,fond,Place de l'Hôtel de Ville  Francois Mitterrand  38200 VIENNE,,,0,25,44,24,13,,18,15369,,,,,,,,4.875411685,45.52602688
50,27005,Sud roussillonnais / Sablons,périurbaine,fond,Place du champ de Foire Le Bourg Rue du Dauphiné 38550 SABLONS,,,0,15,24,,,,61,31658,,,,,,,,4.770676158,45.32184864
51,27007,Bourgoin Jallieu,urbaine,fond,I.F.P.A.C. - Champfleuri  38300 BOURGOIN-JALLIEU,,,0,16,,18,5,,25,19628,,,,,,,,5.270870484,45.60827983
52,27008,A7 Nord-Isere,proximité trafic,trafic,Proximité A7  38150 SALAISE-SUR-SANNE,,,0,51,118,23,13,16,,,,,,,,,,4.804823931,45.35324122
53,27010,Plateau de Bonnevaux,rurale régionale,fond,Le Grand Mollard 38440 LIEUDIEU,,,0,6,6,,,,48,25079,,,,,,,,5.181077552,45.46090006
54,29421,Saint-Etienne Nord,périurbaine,fond,1 rue Pierre de Coubertin  42000 SAINT-ETIENNE,,,0,30,60,21,6,,19,17092,,,,,,,,4.389782694,45.46677343
55,29423,Roanne,urbaine,fond,Rue Gilbertes  42300 ROANNE,,,0,21,37,15,3,,21,14204,,,,,,,,4.07465777,46.04126603
56,29424,Saint-Etienne Sud,urbaine,fond,Place Préher  42000 SAINT-ETIENNE,0,0,0,20,30,19,4,9,35,20277,,,,,,4.8,,4.395420543,45.42014241
57,29426,Est stéphanois / Saint-Chamond,urbaine,fond,8 Rue Dugas Montbel  42400 SAINT-CHAMOND,,,0,30,54,22,4,14,20,18163,,,,,,,,4.515002069,45.47538372
58,29428,N88 Saint-Etienne,proximité trafic,trafic,7 Rue Ernest Renan  42000 SAINT-ETIENNE,,,0,38,77,21,3,11,,,,,,,,,,4.412784466,45.42205037
59,29429,A47 Vallée du Gier,proximité trafic,trafic,Rue Michelet  42800 RIVE-DE-GIER,,,0,42,97,23,11,,,,,,,,,,,4.623939552,45.5334837
60,29439,Est Stéphanois / La Talaudière,périurbaine,fond,19 rue Romain Rolland  42350 LA TALAUDIERE,,,0,15,23,20,3,,41,24869,,,,,,,,4.429905721,45.48160671
61,29440,Col de l'Oeillon,rurale régionale,fond,42520 ROISEY,,,0,5,8,10,1,,55,24025,,,,,,,,4.615814688,45.38957782
62,33101,Chambéry Pasteur,urbaine,fond,square Pasteur Rue de Plaisance 73000 CHAMBERY,,,0,26,47,21,4,16,,,,,,,,,,5.928433617,45.56458503
63,33102,Chambery le Haut,urbaine,fond,Rue du Grand Champ  73000 CHAMBERY,,,,,,19,3,,,,,,,,,,,5.918673386,45.59679167
64,33105,Chambery trafic,proximité trafic,trafic,"226, avenue de Turin 73000 CHAMBERY",,,0,36,84,,,,,,,,,,,,,5.933052558,45.56944762
65,33111,Saint-Jean de Maurienne,urbaine,fond,Rue Charles Dullin  73300 SAINT-JEAN-DE-MAURIENNE,0,0,0,14,20,16,0,,30,21117,,,,,,,,6.34960949,45.27474036
66,33114,A43 Vallée de la Maurienne,proximité trafic,trafic,Echangeur de Saint-Julien Montdenis  73870 SAINT-JULIEN-MONT-DENIS,0,0,0,33,82,22,5,,,,,,,,,,,6.397013045,45.2520578
67,33120,Chamonix,urbaine,fond,Rue du Lyret  74400 CHAMONIX-MONT-BLANC,,,1,30,69,22,10,,26,20084,,,,,,,,6.869923167,45.92259347
68,33121,Albertville,urbaine,fond,Rue Félix Chautemps  73200 ALBERTVILLE,,,0,24,39,19,1,,32,20740,,,,,,,,6.389601421,45.67510546
69,33201,Annecy Loverchy,urbaine,fond,Rue du Travail  74000 ANNECY,,,0,29,67,24,21,18,38,25042,,,,,,,,6.118434852,45.89534503
70,33202,Annecy Novel,urbaine,fond,Impasse de l'Arcalod  74000 ANNECY,,,0,21,41,18,3,,38,28646,,,,,,,,6.135661615,45.91705605
71,33203,Annecy Rocade,proximité trafic,trafic,"16, bd de la Rocade 74000 ANNECY",,,0,40,108,24,10,,,,,,,,,,,6.118119178,45.90961064
72,33211,Annemasse,urbaine,fond,Avenue Florissant  74100 ANNEMASSE,,,0,23,40,20,7,16,31,18284,,,,,,,,6.24059838,46.19579152
73,33212,Gaillard,périurbaine,fond,Rue du Pont Noir  74240 GAILLARD,,,,,,,,,,,,,,,,,,6.215051169,46.19391257
74,33220,Passy,urbaine,fond,Rue Salvatore Allende  74190 PASSY,,,,,,28,44,,,,,,,,,,,6.713642295,45.9235346
75,33232,Chamonix Route Blanche,proximité trafic,trafic,En bordure de chaussée de la RD1205 Village des Bossons 74400 CHAMONIX-MONT-BLANC,,,29,54,155,17,1,,,,,,,,,,,6.845044259,45.90670938
76,33260,Thonon les Bains,urbaine,fond,Ecole des Suets Avenue Jules Ferry 74200 THONON-LES-BAINS,,,,,,,,,,,,,,,,,,6.484687502,46.37449059
77,33302,Saint-Germain-sur-Rhône,rurale régionale,fond,"Lieu-dit ""Sous les Ages""  74910 SAINT-GERMAIN-SUR-RHONE",0,0,0,9,11,12,1,9,42,25264,,,,,,,,5.820805001,46.07235714
78,33305,Bourg en Bresse,urbaine,fond,Rue des Blanchisseries 01000 BOURG-EN-BRESSE,,,0,20,32,20,7,,31,20921,,,,,,,,5.226502303,46.21168017
79,36001,Valence Sud,périurbaine,fond,Groupe scolaire Joliot-Curie  26800 PORTES-LES-VALENCE,,,0,20,29,24,4,,40,24394,,,,,,,,4.876292077,44.87029837
80,36002,Valence urbain centre,urbaine,fond,Square Lesdiguières  26000 VALENCE,,,0,25,37,21,4,17,38,23561,,,,,,,,4.893484512,44.93357135
81,36003,A7 Valence,proximité trafic,trafic,Rue Alsace-Lorraine  26500 BOURG-LES-VALENCE,,,0,54,137,24,6,16,,,,,,,,4.8,,4.889883076,44.94897917
82,36019,Romans Sur Isère,urbaine,fond,extrémité sud-est du Parc François Mitterrand Rue Saint-Romain 26100 ROMANS-SUR-ISERE,,,0,16,25,22,6,,39,26008,,,,,,,,5.044120717,45.04224405
83,36021,Drome Rurale Sud,rurale nationale,fond,"Centre de Secours, RD 125 26340 Saint-Nazaire-le-Désert",,,0,2,3,9,0,6,40,27120,,,,,,,,5.278963621,44.56945091
84,36022,Aubenas Belvédère,urbaine,fond,Parking Belvédère - Place Bossuet 07200 AUBENAS,,,0,12,17,,,,23,20693,,,,,,,,4.385132494,44.62221882
