,gid,nom_dept,nom_com,nom_station,code_station,typologie,influence,nom_poll,id_poll_ue,valeur,unite,metrique,validite,validation,ESRI_OID,mois,annee,X,Y
77,11,RHONE,Vaulx-en-Velin,VAULX EN VELIN,FR20046,urban,Fond,Ozone,7,20.2,ug.m-3,mensuel,1,1,233101,12,2018,4.924700509,45.77887089
78,27,HAUTE-SAVOIE,Annecy,NOVEL,FR33202,urban,Fond,Ozone,7,70.6,ug.m-3,mensuel,1,1,231976,4,2018,6.135649748,45.9170744
79,64,DROME,Pierrelatte,Pierrelatte,FR36027,urban,Fond,Ozone,7,,ug.m-3,mensuel,0,0,231713,2,2018,4.696927446,44.36843787
80,56,HAUTE-LOIRE,Le Puy-en-Velay,Le Puy Centre,FR07012,urban,Fond,Ozone,7,,ug.m-3,mensuel,0,0,233041,12,2018,3.883006849,45.04503959
81,55,ISERE,Champagnier,Champagnier,FR15012,suburban,Industrielle,Ozone,7,,ug.m-3,mensuel,0,0,231381,12,2017,5.726999066,45.10928942
82,68,ISERE,Voreppe,Voreppe Volouise,FR15044,suburban,Fond,Ozone,7,,ug.m-3,mensuel,0,0,232709,9,2018,5.638513494,45.2817833
83,53,HAUTE-LOIRE,Le Puy-en-Velay,Le Puy Centre,FR07012,urban,Fond,Ozone,7,,ug.m-3,mensuel,0,0,232366,7,2018,3.883006849,45.04503959
84,107,DROME,Saint-Martin-en-Vercors,Vercors,FR36015,rural-regional,Fond,Ozone,7,,ug.m-3,mensuel,0,0,232698,9,2018,5.442905127,45.02552462
85,4,ISERE,Vif,Grenoble PeriurbSud,FR15045,suburban,Fond,Ozone,7,91.9,ug.m-3,mensuel,1,1,232354,7,2018,5.676696129,45.05780535
86,16,ISERE,Les Roches-de-Condrieu,ROCHES DE CONDRIEU,FR27003,suburban,Industrielle,Ozone,7,42.5,ug.m-3,mensuel,1,1,231727,2,2018,4.766521159,45.45450301
87,128,LOIRE,Veauche,VEAUCHE,FR29427,suburban,Industrielle,Ozone,7,,ug.m-3,mensuel,0,0,232022,4,2018,4.298550264,45.56581455
88,101,PUY-DE-DOME,Gerzat,Gerzat,FR07006,suburban,Fond,Ozone,7,,ug.m-3,mensuel,0,0,232755,10,2018,3.142914792,45.82382861
89,59,ARDECHE,Lachamp-RaphaÃ«l,Montagne ArdÃ©choise,FR36009,rural-regional,Fond,Ozone,7,,ug.m-3,mensuel,0,0,231427,12,2017,4.289722689,44.81082092
90,4,ISERE,Saint-Martin-d'HÃ¨res,St Martin dHeres,FR15038,urban,Fond,Ozone,7,10.3,ug.m-3,mensuel,1,1,233093,12,2018,5.75310114,45.18279644
91,2,ISERE,Voiron,Voiron Urbain,FR15018,urban,Fond,Ozone,7,61.9,ug.m-3,mensuel,1,1,232168,5,2018,5.589410897,45.3601406
92,23,SAVOIE,ChambÃ©ry,CHAMBERY LE HAUT,FR33102,urban,Fond,Ozone,7,77.3,ug.m-3,mensuel,1,1,231919,4,2018,5.918616424,45.59668502
93,110,HAUTE-SAVOIE,Magland,Magland,FR33374,suburban,Fond,Ozone,7,,ug.m-3,mensuel,0,0,232506,8,2018,6.62033725,46.02031943
94,108,PUY-DE-DOME,Clermont-Ferrand,Delille,FR07008,urban,Fond,Ozone,7,,ug.m-3,mensuel,0,0,231527,1,2018,3.094580472,45.78092601
95,122,PUY-DE-DOME,Royat,Royat,FR07001,suburban,Fond,Ozone,7,,ug.m-3,mensuel,0,0,231865,3,2018,3.047192677,45.76465692
96,95,DROME,MontsÃ©gur-sur-Lauzon,Drome Provencale Sud,FR36017,rural-regional,Fond,Ozone,7,,ug.m-3,mensuel,0,0,232068,5,2018,4.854004913,44.35194759
97,47,PUY-DE-DOME,Royat,Royat PÃ©riurbaine,FR07060,suburban,Fond,Ozone,7,85.5,ug.m-3,mensuel,1,1,232406,7,2018,3.046111478,45.76411707
98,102,HAUTE-LOIRE,Vals-prÃ¨s-le-Puy,Vals pres le Puy,FR07018,suburban,Fond,Ozone,7,,ug.m-3,mensuel,0,0,232560,8,2018,3.876001104,45.02996753
99,79,CANTAL,Aurillac,Aurillac Mairie,FR07017,urban,Fond,Ozone,7,,ug.m-3,mensuel,0,0,232855,11,2018,2.445163135,44.93136713
100,74,ISERE,Chantelouve,Col dOrnon,FR15113,rural-regional,Fond,Ozone,7,,ug.m-3,mensuel,0,0,231521,1,2018,5.967847357,45.00753759
101,92,CANTAL,Saint-Jacques-des-Blats,Plomb du Cantal,FR07161,rural-regional,Fond,Ozone,7,,ug.m-3,mensuel,0,0,231719,2,2018,2.760804151,45.06376958
102,16,HAUTE-SAVOIE,Chamonix-Mont-Blanc,CHAMONIX,FR33120,urban,Fond,Ozone,7,57.3,ug.m-3,mensuel,1,1,232460,8,2018,6.869996699,45.92253686
103,95,PUY-DE-DOME,Saint-AnthÃ¨me,PrabourÃ©,FR07163,rural-regional,Fond,Ozone,7,,ug.m-3,mensuel,0,0,232801,10,2018,3.869138559,45.56626255
104,62,ARDECHE,Lachamp-RaphaÃ«l,Montagne ArdÃ©choise,FR36009,rural-regional,Fond,Ozone,7,,ug.m-3,mensuel,0,0,233047,12,2018,4.289722689,44.81082092
105,6,RHONE,Lyon,GERLAND,FR20017,urban,Fond,Ozone,7,64.2,ug.m-3,mensuel,1,1,232214,6,2018,4.829800054,45.73532325
106,12,RHONE,Lyon,LYON Centre,FR20062,urban,Fond,Ozone,7,79.6,ug.m-3,mensuel,1,1,231965,4,2018,4.853725888,45.75799123
107,41,ALLIER,Paray-le-FrÃ©sil,Paray le Fresil,FR07022,rural-regional,Fond,Ozone,7,51.3,ug.m-3,mensuel,1,1,231573,1,2018,3.600672472,46.65267164
108,67,PUY-DE-DOME,Issoire,Issoire Centre,FR07019,urban,Fond,Ozone,7,,ug.m-3,mensuel,0,0,231819,3,2018,3.249302584,45.54431259
109,64,PUY-DE-DOME,Issoire,Issoire Ecole Centre,FR07045,urban,Fond,Ozone,7,,ug.m-3,mensuel,0,0,232360,7,2018,3.247652276,45.54494657
110,40,PUY-DE-DOME,Clermont-Ferrand,Jardin Lecoq,FR07009,urban,Fond,Ozone,7,30.7,ug.m-3,mensuel,1,1,232901,11,2018,3.087501101,45.77219697
111,120,ISERE,CorrenÃ§on-en-Vercors,Parc du vercors,FR15112,rural-regional,Fond,Ozone,7,,ug.m-3,mensuel,0,0,232114,5,2018,5.519031132,45.02382781
112,87,RHONE,Villeurbanne,CROIX LUIZET,FR20020,urban,Fond,Ozone,7,,ug.m-3,mensuel,0,0,232606,9,2018,4.894029845,45.77641745
113,73,PUY-DE-DOME,Riom,Riom PÃ©riurbaine,FR07061,suburban,Fond,Ozone,7,,ug.m-3,mensuel,0,0,231590,1,2018,3.122172052,45.89670283
114,121,PUY-DE-DOME,Issoire,Issoire Associations,FR07038,urban,Fond,Ozone,7,,ug.m-3,mensuel,0,0,232088,5,2018,3.248278199,45.54449495
115,39,LOIRE,Saint-Chamond,SAINT-CHAMOND,FR29426,urban,Fond,Ozone,7,20.8,ug.m-3,mensuel,1,1,233084,12,2018,4.514999613,45.47529369
116,83,SAVOIE,Barby,BARBY,FR33103,suburban,Fond,Ozone,7,,ug.m-3,mensuel,0,0,232586,9,2018,5.978894098,45.57113432
117,27,HAUTE-SAVOIE,Annecy,LOVERCHY,FR33201,urban,Fond,Ozone,7,22.7,ug.m-3,mensuel,1,1,231424,12,2017,6.118449775,45.89538066
118,103,SAVOIE,Val-Cenis,PLAN DU LAC,FR33411,rural-regional,Fond,Ozone,7,,ug.m-3,mensuel,0,0,231447,12,2017,6.830272859,45.33996429
119,101,PUY-DE-DOME,Gerzat,Gerzat,FR07006,suburban,Fond,Ozone,7,,ug.m-3,mensuel,0,0,231945,4,2018,3.142914792,45.82382861
120,82,CANTAL,Aurillac,Aurillac Mairie,FR07017,urban,Fond,Ozone,7,,ug.m-3,mensuel,0,0,232990,12,2018,2.445163135,44.93136713
121,96,DROME,Dieulefit,DrÃ´me Rurale Sud,FR36005,rural-regional,Fond,Ozone,7,,ug.m-3,mensuel,0,0,232609,9,2018,5.08986928,44.52070715
122,64,ARDECHE,Annonay,ANNONAY,FR36025,urban,Fond,Ozone,7,,ug.m-3,mensuel,0,0,232443,8,2018,4.725826577,45.24276067
123,99,ISERE,Vienne,Vienne Centre,FR27004,urban,Fond,Ozone,7,,ug.m-3,mensuel,0,0,233107,12,2018,4.875409555,45.52596386
124,16,LOIRE,Roanne,ROANNE,FR29423,urban,Fond,Ozone,7,30,ug.m-3,mensuel,1,1,232941,11,2018,4.074653898,46.04106794
125,59,PUY-DE-DOME,Clermont-Ferrand,Gravanches,FR07002, suburban,Fond,Ozone,7,,ug.m-3,mensuel,0,0,231541,1,2018,3.143279556,45.79564274
126,101,AIN,Ferney-Voltaire,Ferney-Voltaire,FR33303,urban,Fond,Ozone,7,,ug.m-3,mensuel,0,0,231802,3,2018,6.112505597,46.25583976
127,50,HAUTE-LOIRE,Le Puy-en-Velay,Le Puy-Causans,FR07054,urban,Fond,Ozone,7,52.7,ug.m-3,mensuel,1,1,232635,9,2018,3.88700062,45.0389749
128,75,ISERE,Chantelouve,Col dOrnon,FR15113,rural-regional,Fond,Ozone,7,,ug.m-3,mensuel,0,0,232466,8,2018,5.967847357,45.00753759
129,84,LOIRE,Roisey,COL_OEILLON,FR29440,rural-regional,Fond,Ozone,7,,ug.m-3,mensuel,0,0,232872,11,2018,4.61581495,45.38958683
130,40,ISERE,Lieudieu,Plateau de Bonnevaux,FR27010,rural-regional,Fond,Ozone,7,60.6,ug.m-3,mensuel,1,1,232798,10,2018,5.181077552,45.46090006
131,114,RHONE,Feyzin,FEYZIN MAIRIE,FR20030,suburban,Industrielle,Ozone,7,,ug.m-3,mensuel,0,0,232208,6,2018,4.856115043,45.67166154
132,127,RHONE,Lyon,ST JUST,FR20004,urban,Fond,Ozone,7,,ug.m-3,mensuel,0,0,231876,3,2018,4.820334655,45.75529247
133,48,HAUTE-LOIRE,Le Puy-en-Velay,Le Puy-Causans,FR07054,urban,Fond,Ozone,7,62.4,ug.m-3,mensuel,1,1,231825,3,2018,3.88700062,45.0389749
134,51,HAUTE-LOIRE,Le Puy-en-Velay,Le Puy Centre,FR07012,urban,Fond,Ozone,7,,ug.m-3,mensuel,0,0,232231,6,2018,3.883006849,45.04503959
135,128,ARDECHE,Gluiras,Monts DArdÃ¨che,FR36016,rural-regional,Fond,Ozone,7,,ug.m-3,mensuel,0,0,231567,1,2018,4.530499531,44.84756168
136,129,LOIRE,Veauche,VEAUCHE,FR29427,suburban,Industrielle,Ozone,7,,ug.m-3,mensuel,0,0,232157,5,2018,4.298550264,45.56581455
137,9,RHONE,Vaulx-en-Velin,VAULX EN VELIN,FR20046,urban,Fond,Ozone,7,28.4,ug.m-3,mensuel,1,1,231616,1,2018,4.924700509,45.77887089
138,126,RHONE,Lyon,ST JUST,FR20004,urban,Fond,Ozone,7,,ug.m-3,mensuel,0,0,232821,10,2018,4.820334655,45.75529247
139,28,HAUTE-SAVOIE,Saint-Germain-sur-RhÃ´ne,St Germain/RhÃ´ne,FR33302,rural-nearcity,Fond,Ozone,7,77.4,ug.m-3,mensuel,1,1,232280,6,2018,5.820837783,46.07223918
140,130,ALLIER,MontluÃ§on,Montlucon Chateau,FR07013,urban,Fond,Ozone,7,,ug.m-3,mensuel,0,0,232915,11,2018,2.605002568,46.34002422
141,30,DROME,Portes-lÃ¨s-Valence,Valence PÃ©riurb. Sud,FR36001,suburban,Fond,Ozone,7,99.1,ug.m-3,mensuel,1,1,232423,7,2018,4.876290874,44.87026236
142,109,DROME,Saint-Martin-en-Vercors,Vercors,FR36015,rural-regional,Fond,Ozone,7,,ug.m-3,mensuel,0,0,231753,2,2018,5.442905127,45.02552462
143,124,SAVOIE,Saint-Pierre-d'Entremont,Chartreuse,FR15111,rural-nearcity,Fond,Ozone,7,,ug.m-3,mensuel,0,0,231925,4,2018,5.867231392,45.41554226
144,73,LOIRE,Saint-Just-Saint-Rambert,ST-Just_ST-Rambert,FR29437,suburban,Fond,Ozone,7,,ug.m-3,mensuel,0,0,232417,7,2018,4.246095668,45.49841427
145,20,SAVOIE,ChambÃ©ry,PASTEUR,FR33101,urban,Fond,Ozone,7,69.9,ug.m-3,mensuel,1,1,232251,6,2018,5.928435518,45.56462103
146,14,RHONE,Villefranche-sur-SaÃ´ne,Villefranche Centre ,FR20077,urban,Fond,Ozone,7,26.1,ug.m-3,mensuel,1,1,231759,2,2018,4.715564903,45.9901271
147,28,HAUTE-SAVOIE,Annemasse,ANNEMASSE,FR33211,urban,Fond,Ozone,7,71.7,ug.m-3,mensuel,1,1,231902,4,2018,6.240562703,46.19584661
148,57,PUY-DE-DOME,Clermont-Ferrand,Gravanches,FR07002, suburban,Fond,Ozone,7,,ug.m-3,mensuel,0,0,232351,7,2018,3.143279556,45.79564274
149,89,CANTAL,Saint-Jacques-des-Blats,Plomb du Cantal,FR07161,rural-regional,Fond,Ozone,7,,ug.m-3,mensuel,0,0,232394,7,2018,2.760804151,45.06376958
150,71,PUY-DE-DOME,Riom,Riom PÃ©riurbaine,FR07061,suburban,Fond,Ozone,7,,ug.m-3,mensuel,0,0,232400,7,2018,3.122172052,45.89670283
151,80,AIN,Oyonnax,Oyonnax Piscine,FR33307,urban,Fond,Ozone,7,,ug.m-3,mensuel,0,0,232517,8,2018,5.641944608,46.25404262
152,52,ALLIER,Vichy,Vichy,FR07059,urban,Fond,Ozone,7,67.5,ug.m-3,mensuel,1,1,232566,8,2018,3.425688159,46.130459
153,132,ISERE,Grenoble,Grenoble Caserne de Bonne,FR15049,urban,Fond,Ozone,7,,ug.m-3,mensuel,0,0,232892,11,2018,5.725174984,45.18330162
