,gid,nom_dept,nom_com,nom_station,code_station,typologie,influence,nom_poll,id_poll_ue,valeur,unite,metrique,validite,validation,ESRI_OID,mois,annee,X,Y
482,1,ISERE,Champ-sur-Drac,Champ sur Drac,FR15013,suburban,Fond,Dioxyde d'azote,8,9.5,ug.m-3,mensuel,1,1,273456,4,2018,5.728650031,45.07951817
483,91,ISERE,Bourgoin-Jallieu,Bourgoin-Jallieu,FR27007,urban,Fond,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,274381,10,2018,5.270867533,45.60820782
484,64,RHONE,La MulatiÃ¨re,A7 SUD LYONNAIS,FR20013,suburban,Trafic,Dioxyde d'azote,8,61.3,ug.m-3,mensuel,1,1,272958,1,2018,4.818102302,45.72029023
485,58,PUY-DE-DOME,Clermont-Ferrand,Beaulieu,FR07051,suburban,Industrielle,Dioxyde d'azote,8,16.7,ug.m-3,mensuel,1,1,272815,12,2017,3.15499665,45.76897272
486,49,PUY-DE-DOME,Clermont-Ferrand,Montferrand,FR07004,urban,Fond,Dioxyde d'azote,8,17.3,ug.m-3,mensuel,1,1,273356,3,2018,3.113828888,45.79729717
487,73,ARDECHE,Annonay,ANNONAY,FR36025,urban,Fond,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,272809,12,2017,4.725826577,45.24276067
488,76,ISERE,Salaise-sur-Sanne,SALAISE sur SANNE,FR27001,suburban,Industrielle,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,274481,10,2018,4.803705088,45.35537585
489,19,ISERE,Roussillon,ROUSSILLON,FR27002,urban,Fond,Dioxyde d'azote,8,12.6,ug.m-3,mensuel,1,1,273848,6,2018,4.805142184,45.36778213
490,93,LOIRE,Saint-Ã‰tienne,COUBERTIN,FR29421,suburban,Fond,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,273307,3,2018,4.389781793,45.46673742
491,11,RHONE,Villeurbanne,GRANDCLEMENT,FR20019,urban,Trafic,Dioxyde d'azote,8,39.7,ug.m-3,mensuel,1,1,272858,12,2017,4.886217349,45.75835327
492,17,RHONE,Villeurbanne,Lyon PÃ©riphÃ©rique,FR20069,urban,Trafic,Dioxyde d'azote,8,74.6,ug.m-3,mensuel,1,1,273350,3,2018,4.898570079,45.77480986
493,142,PUY-DE-DOME,Clermont-Ferrand,Gaillard,FR07007,urban,Trafic,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,273007,1,2018,3.082777891,45.78030494
494,109,HAUTE-LOIRE,Le Puy-en-Velay,Le Puy Coiffier,FR07043,urban,Trafic,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,273499,4,2018,3.888801777,45.04283244
495,75,CANTAL,Aurillac,Aurillac Centre,FR07011,urban,Trafic,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,273748,6,2018,2.436778768,44.92313152
496,112,PUY-DE-DOME,Clermont-Ferrand,Delille,FR07008,urban,Fond,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,274089,8,2018,3.094580472,45.78092601
497,82,HAUTE-SAVOIE,Thonon-les-Bains,THONON les Bains,FR33260,urban,Fond,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,274338,9,2018,6.484725919,46.37448041
498,10,ISERE,Crolles,Gresivaudan Periurb,FR15048,suburban,Fond,Dioxyde d'azote,8,18.8,ug.m-3,mensuel,1,1,274581,11,2018,5.882207635,45.2797309
499,156,ISERE,Vienne,Vienne Centre,FR27004,urban,Fond,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,273256,2,2018,4.875409555,45.52596386
500,55,ALLIER,Villeneuve-sur-Allier,Villeneuve sur Allier,FR07048,suburban,Trafic,Dioxyde d'azote,8,34.8,ug.m-3,mensuel,1,1,273107,1,2018,3.249313913,46.65910627
501,117,AIN,Bourg-en-Bresse,Bourg en Bresse,FR33301,urban,Fond,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,273599,5,2018,5.224747544,46.21224601
502,151,PUY-DE-DOME,Issoire,Issoire Centre,FR07019,urban,Fond,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,273648,5,2018,3.249302584,45.54431259
503,135,ALLIER,Moulins,MOULINS,FR07049,urban,Fond,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,274140,8,2018,3.331085522,46.56183202
504,73,ARDECHE,Annonay,ANNONAY,FR36025,urban,Fond,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,274681,12,2018,4.725826577,45.24276067
505,23,ISERE,Lieudieu,Plateau de Bonnevaux,FR27010,rural-regional,Fond,Dioxyde d'azote,8,6.3,ug.m-3,mensuel,1,1,273058,1,2018,5.181077552,45.46090006
506,139,LOIRE,Veauche,VEAUCHE,FR29427,suburban,Industrielle,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,274189,8,2018,4.298550264,45.56581455
507,11,RHONE,Villeurbanne,GRANDCLEMENT,FR20019,urban,Trafic,Dioxyde d'azote,8,41,ug.m-3,mensuel,1,1,274730,12,2018,4.886217349,45.75835327
508,32,SAVOIE,Saint-Jean-de-Maurienne,SAINT JEAN,FR33111,urban,Fond,Dioxyde d'azote,8,13.5,ug.m-3,mensuel,1,1,273388,3,2018,6.349723082,45.27471893
509,126,PUY-DE-DOME,Issoire,Issoire Ecole Centre,FR07045,urban,Fond,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,273649,5,2018,3.247652276,45.54494657
510,61,ALLIER,MontluÃ§on,MontluÃ§on,FR07058,urban,Fond,Dioxyde d'azote,8,11.7,ug.m-3,mensuel,1,1,273981,7,2018,2.593946169,46.34070576
511,145,ALLIER,Busset,Busset,FR07020,rural-regional,Fond,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,274384,10,2018,3.51513695,46.06029909
512,94,SAVOIE,Saint-Julien-Mont-Denis,St Julien Montdenis,FR33112,urban,Trafic,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,274645,11,2018,6.412227165,45.2492148
513,60,PUY-DE-DOME,Clermont-Ferrand,Edouard Michelin,FR07053,urban,Trafic,Dioxyde d'azote,8,46,ug.m-3,mensuel,1,1,274716,12,2018,3.111593473,45.78046022
514,121,DROME,Valence,A7 Valence Ouest,FR36029,urban,Trafic,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,274052,8,2018,4.889795081,44.94298255
515,18,ISERE,Les Roches-de-Condrieu,ROCHES DE CONDRIEU,FR27003,suburban,Industrielle,Dioxyde d'azote,8,14.5,ug.m-3,mensuel,1,1,274313,9,2018,4.766521159,45.45450301
516,31,SAVOIE,ChambÃ©ry,PASTEUR,FR33101,urban,Fond,Dioxyde d'azote,8,27,ug.m-3,mensuel,1,1,273056,1,2018,5.928435518,45.56462103
517,12,RHONE,Vaulx-en-Velin,VAULX EN VELIN,FR20046,urban,Fond,Dioxyde d'azote,8,18.4,ug.m-3,mensuel,1,1,273720,5,2018,4.924700509,45.77887089
518,37,HAUTE-SAVOIE,Annecy,ANNECY Rocade,FR33203,urban,Trafic,Dioxyde d'azote,8,33.5,ug.m-3,mensuel,1,1,272962,1,2018,6.118120196,45.90962864
519,87,PUY-DE-DOME,Clermont-Ferrand,Centre Ville,FR07003,urban,Fond,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,273294,3,2018,3.083334107,45.77364091
520,63,ALLIER,Vichy,Vichy,FR07059,urban,Fond,Dioxyde d'azote,8,17.5,ug.m-3,mensuel,1,1,273411,3,2018,3.425688159,46.130459
521,83,AIN,Ferney-Voltaire,Ferney-Voltaire,FR33303,urban,Fond,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,273626,5,2018,6.112505597,46.25583976
522,38,HAUTE-SAVOIE,Annemasse,ANNEMASSE,FR33211,urban,Fond,Dioxyde d'azote,8,9.4,ug.m-3,mensuel,1,1,273743,6,2018,6.240562703,46.19584661
523,86,PUY-DE-DOME,ChamaliÃ¨res,ChamaliÃ¨res Europe,FR07039,urban,Trafic,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,274075,8,2018,3.062977943,45.77473469
524,111,PUY-DE-DOME,Riom,Riom PÃ©riurbaine,FR07061,suburban,Fond,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,274622,11,2018,3.122172052,45.89670283
525,81,PUY-DE-DOME,Issoire,Issoire Associations,FR07038,urban,Fond,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,274739,12,2018,3.248278199,45.54449495
526,149,RHONE,Solaize,SOLAIZE,FR20033,suburban,Industrielle,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,273079,1,2018,4.843340379,45.64917303
527,106,RHONE,Feyzin,FEYZIN MAIRIE,FR20030,suburban,Industrielle,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,274407,10,2018,4.856115043,45.67166154
528,55,RHONE,Lyon 1er Arrondissement,Lyon - Tunnel Croix-Rousse - Sortie RhÃ´ne,FR20065,urban,Fond,Dioxyde d'azote,8,58.8,ug.m-3,mensuel,1,1,274290,9,2018,4.83693921,45.77249745
529,132,RHONE,DiÃ¨me,HAUT BEAUJOLAIS,FR20049,rural-nearcity,Fond,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,273958,7,2018,4.465714093,45.96139254
530,150,PUY-DE-DOME,Clermont-Ferrand,Brezet - SDIS,FR07037,suburban,Fond,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,273603,5,2018,3.155835206,45.77887697
531,34,HAUTE-SAVOIE,Chamonix-Mont-Blanc,CHAMONIX,FR33120,urban,Fond,Dioxyde d'azote,8,10.3,ug.m-3,mensuel,1,1,273766,6,2018,6.869996699,45.92253686
532,56,PUY-DE-DOME,Clermont-Ferrand,Jardin Lecoq,FR07009,urban,Fond,Dioxyde d'azote,8,21.9,ug.m-3,mensuel,1,1,274430,10,2018,3.087501101,45.77219697
533,69,ALLIER,MontluÃ§on,Montlucon Centre,FR07010,urban,Trafic,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,274762,12,2018,2.59800478,46.34396188
534,46,DROME,Saint-Nazaire-le-DÃ©sert,DrÃ´me Rurale Sud-SND,FR36021,rural-remote,Fond,Dioxyde d'azote,8,1.6,ug.m-3,mensuel,1,1,273935,7,2018,5.278976936,44.56946865
535,48,DROME,Bourg-lÃ¨s-Valence,A7 Valence Est,FR36032,urban,Trafic,Dioxyde d'azote,8,39.9,ug.m-3,mensuel,1,1,273271,3,2018,4.89013119,44.9491911
536,47,DROME,Valence,Valence Urb. Centre,FR36002,urban,Fond,Dioxyde d'azote,8,26.9,ug.m-3,mensuel,1,1,272939,12,2017,4.893674494,44.93318986
537,115,ARDECHE,Annonay,Annonay Urb centre,FR36004,urban,Fond,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,273434,4,2018,4.669704166,45.24649528
538,106,ISERE,Fontaine,Fontaine Les Balmes,FR15017,urban,Fond,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,274098,8,2018,5.686968799,45.19044442
539,5,ISERE,Grenoble,Grenoble Les Frenes,FR15043,urban,Fond,Dioxyde d'azote,8,15.3,ug.m-3,mensuel,1,1,274267,9,2018,5.735603366,45.16187407
540,115,RHONE,Bron,LYON_PÃ©riph_Est,FR20063,urban,Trafic,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,274599,11,2018,4.895998641,45.72801423
541,117,RHONE,Villefranche-sur-SaÃ´ne,VILLEFRANCHE,FR20026,suburban,Trafic,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,273102,1,2018,4.715468338,45.98868744
542,54,CANTAL,Aurillac,Aurillac-Lagarde,FR07052,urban,Fond,Dioxyde d'azote,8,13.6,ug.m-3,mensuel,1,1,273125,2,2018,2.441079984,44.92009195
543,67,AIN,Bourg-en-Bresse,Bourg-en-Bresse,FR33305,urban,Fond,Dioxyde d'azote,8,10.8,ug.m-3,mensuel,1,1,273912,7,2018,5.226583389,46.21175966
544,59,HAUTE-LOIRE,Le Puy-en-Velay,Le Puy-Causans,FR07054,urban,Fond,Dioxyde d'azote,8,7.5,ug.m-3,mensuel,1,1,274121,8,2018,3.88700062,45.0389749
545,54,ALLIER,Moulins,Moulins Centre,FR07057,urban,Fond,Dioxyde d'azote,8,11.5,ug.m-3,mensuel,1,1,274453,10,2018,3.340642347,46.56198407
546,146,PUY-DE-DOME,Royat,Royat,FR07001,suburban,Fond,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,274785,12,2018,3.047192677,45.76465692
547,68,DROME,Valence,Valence boulevard,FR36033,urban,Trafic,Dioxyde d'azote,8,28.2,ug.m-3,mensuel,1,1,273248,2,2018,4.918420468,44.93123441
548,9,ISERE,Grenoble,Grenoble Boulevards,FR15046,urban,Trafic,Dioxyde d'azote,8,40.3,ug.m-3,mensuel,1,1,274576,11,2018,5.720627984,45.1807097
549,22,ISERE,Sablons,Sablons,FR27005,suburban,Fond,Dioxyde d'azote,8,15.6,ug.m-3,mensuel,1,1,272916,12,2017,4.770701965,45.32185724
550,90,ISERE,Charavines,Charavines,FR15001,rural-regional,Fond,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,273457,4,2018,5.517795361,45.42763049
551,139,RHONE,Lyon,GARIBALDI,FR20003,urban,Trafic,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,273789,6,2018,4.850295216,45.7681358
552,84,RHONE,Villeurbanne,ZOLA,FR20022,suburban,Trafic,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,273580,4,2018,4.882229701,45.7685983
553,154,RHONE,Villeurbanne,CROIX LUIZET,FR20020,urban,Fond,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,274244,9,2018,4.894029845,45.77641745
554,61,ALLIER,Moulins,Moulins Centre,FR07057,urban,Fond,Dioxyde d'azote,8,14.4,ug.m-3,mensuel,1,1,272893,12,2017,3.340642347,46.56198407
555,92,HAUTE-LOIRE,Le Puy-en-Velay,Le Puy Fayolle,FR07021,urban,Trafic,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,273812,6,2018,3.885422203,45.04195891
556,93,ALLIER,Bessay-sur-Allier,Bessay-sur-Allier,FR07047,suburban,Trafic,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,274221,9,2018,3.361066296,46.4408998
557,112,ISERE,Le Versoud,Versoud,FR15007,suburban,Fond,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,274814,12,2018,5.850340053,45.21711641
558,23,ISERE,Sablons,Sablons,FR27005,suburban,Fond,Dioxyde d'azote,8,13,ug.m-3,mensuel,1,1,274476,10,2018,4.770701965,45.32185724
559,27,LOIRE,Rive-de-Gier,RIVE DE GIER,FR29429,suburban,Trafic,Dioxyde d'azote,8,38,ug.m-3,mensuel,1,1,273219,2,2018,4.623936917,45.53339367
560,10,RHONE,Ternay,TERNAY,FR20037,suburban,Fond,Dioxyde d'azote,8,15.6,ug.m-3,mensuel,1,1,273557,4,2018,4.802195719,45.60192128
561,135,RHONE,Feyzin,CLOCHETTES,FR20032,suburban,Industrielle,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,273148,2,2018,4.855563803,45.68779373
562,52,PUY-DE-DOME,Clermont-Ferrand,Jardin Lecoq,FR07009,urban,Fond,Dioxyde d'azote,8,26.6,ug.m-3,mensuel,1,1,272870,12,2017,3.087501101,45.77219697
563,41,HAUTE-SAVOIE,Passy,PASSY,FR33220,suburban,Fond,Dioxyde d'azote,8,5.4,ug.m-3,mensuel,1,1,273835,6,2018,6.713642902,45.9235436
564,46,DROME,Valence,Valence Urb. Centre,FR36002,urban,Fond,Dioxyde d'azote,8,20.1,ug.m-3,mensuel,1,1,274499,10,2018,4.893674494,44.93318986
565,49,DROME,Romans-sur-IsÃ¨re,Romans-sur-IsÃ¨re,FR36019,urban,Fond,Dioxyde d'azote,8,10.1,ug.m-3,mensuel,1,1,273534,4,2018,5.04429431,45.04247504
566,138,ISERE,Grenoble,Villeneuve,FR15008,suburban,Fond,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,274198,8,2018,5.736395372,45.16140417
567,144,HAUTE-SAVOIE,Magland,Magland,FR33374,suburban,Fond,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,273511,4,2018,6.62033725,46.02031943
568,107,PUY-DE-DOME,Gerzat,Gerzat,FR07006,suburban,Fond,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,274104,8,2018,3.142914792,45.82382861
569,37,HAUTE-SAVOIE,Annecy,ANNECY Rocade,FR33203,urban,Trafic,Dioxyde d'azote,8,37.3,ug.m-3,mensuel,1,1,274522,11,2018,6.118120196,45.90962864
570,6,ISERE,Ã‰chirolles,Le Rondeau,FR15039,urban,Trafic,Dioxyde d'azote,8,41.9,ug.m-3,mensuel,1,1,274593,11,2018,5.703760159,45.15832579
571,146,ISERE,Voiron,Voiron,FR15002,urban,Fond,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,273265,2,2018,5.594389507,45.36002535
572,120,LOIRE,Roisey,COL_OEILLON,FR29440,rural-regional,Fond,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,273929,7,2018,4.61581495,45.38958683
573,107,RHONE,Feyzin,FEYZIN MAIRIE,FR20030,suburban,Industrielle,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,272847,12,2017,4.856115043,45.67166154
574,119,RHONE,Lyon,BERTHELOT,FR20002,urban,Trafic,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,273440,4,2018,4.83609939,45.74684026
575,8,RHONE,Saint-Fons,ST FONS CENTRE,FR20031,suburban,Industrielle,Dioxyde d'azote,8,16,ug.m-3,mensuel,1,1,274175,8,2018,4.86439959,45.70782432
576,153,AIN,Ordonnaz,Ordonnaz,FR20078,rural-regional,Fond,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,274768,12,2018,5.538096604,45.83719216
577,145,ALLIER,Busset,Busset,FR07020,rural-regional,Fond,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,272824,12,2017,3.51513695,46.06029909
578,33,SAVOIE,Saint-Julien-Mont-Denis,St Julien trafic,FR33114,urban,Trafic,Dioxyde d'azote,8,29.1,ug.m-3,mensuel,1,1,273242,2,2018,6.397018275,45.25256234
579,125,AIN,Oyonnax,Oyonnax Piscine,FR33307,urban,Fond,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,273365,3,2018,5.641944608,46.25404262
580,86,CANTAL,Aurillac,Aurillac Mairie,FR07017,urban,Fond,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,273906,7,2018,2.445163135,44.93136713
581,44,DROME,Portes-lÃ¨s-Valence,Valence PÃ©riurb. Sud,FR36001,suburban,Fond,Dioxyde d'azote,8,12.5,ug.m-3,mensuel,1,1,274029,7,2018,4.876290874,44.87026236
582,5,ISERE,Vif,Grenoble PeriurbSud,FR15045,suburban,Fond,Dioxyde d'azote,8,6.3,ug.m-3,mensuel,1,1,273488,4,2018,5.676696129,45.05780535
583,133,ISERE,Vizille,Vizille,FR15014,suburban,Industrielle,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,274668,11,2018,5.770856387,45.07928726
584,80,RHONE,Loire-sur-RhÃ´ne,LES ORLETS,FR20039,suburban,Fond,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,274127,8,2018,4.805002835,45.54864428
585,15,RHONE,Pusignan,SAINT EXUPERY,FR20048,suburban,Fond,Dioxyde d'azote,8,16.7,ug.m-3,mensuel,1,1,274791,12,2018,5.070377771,45.75485265
586,151,PUY-DE-DOME,Clermont-Ferrand,Brezet - SDIS,FR07037,suburban,Fond,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,272979,1,2018,3.155835206,45.77887697
587,115,ARDECHE,Annonay,Annonay Urb centre,FR36004,urban,Fond,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,274058,8,2018,4.669704166,45.24649528
588,134,RHONE,Lyon,POINT DU JOUR,FR20018,urban,Fond,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,274307,9,2018,4.790200546,45.74856906
589,114,RHONE,Bron,LYON_PÃ©riph_Est,FR20063,urban,Trafic,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,273975,7,2018,4.895998641,45.72801423
590,116,RHONE,Villefranche-sur-SaÃ´ne,VILLEFRANCHE,FR20026,suburban,Trafic,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,273726,5,2018,4.715468338,45.98868744
591,94,SAVOIE,Saint-Julien-Mont-Denis,St Julien Montdenis,FR33112,urban,Trafic,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,273085,1,2018,6.412227165,45.2492148
592,71,AIN,Bourg-en-Bresse,Bourg-en-Bresse,FR33305,urban,Fond,Dioxyde d'azote,8,20.3,ug.m-3,mensuel,1,1,273288,3,2018,5.226583389,46.21175966
593,61,HAUTE-LOIRE,Le Puy-en-Velay,Le Puy-Causans,FR07054,urban,Fond,Dioxyde d'azote,8,23.4,ug.m-3,mensuel,1,1,274745,12,2018,3.88700062,45.0389749
594,26,LOIRE,Saint-Chamond,SAINT-CHAMOND,FR29426,urban,Fond,Dioxyde d'azote,8,31.6,ug.m-3,mensuel,1,1,273073,1,2018,4.514999613,45.47529369
595,30,SAVOIE,ChambÃ©ry,PASTEUR,FR33101,urban,Fond,Dioxyde d'azote,8,28.1,ug.m-3,mensuel,1,1,274616,11,2018,5.928435518,45.56462103
596,140,RHONE,Lyon,GARIBALDI,FR20003,urban,Trafic,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,274413,10,2018,4.850295216,45.7681358
597,153,RHONE,Villeurbanne,CROIX LUIZET,FR20020,urban,Fond,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,273620,5,2018,4.894029845,45.77641745
598,104,RHONE,Villefranche-sur-SaÃ´ne,VILLEFRANCHE Village,FR20061,urban,Fond,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,273417,3,2018,4.719285546,45.98637779
599,31,SAVOIE,Saint-Jean-de-Maurienne,SAINT JEAN,FR33111,urban,Fond,Dioxyde d'azote,8,6.9,ug.m-3,mensuel,1,1,274012,7,2018,6.349723082,45.27471893
600,94,SAVOIE,Saint-Julien-Mont-Denis,St Julien Montdenis,FR33112,urban,Trafic,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,274021,7,2018,6.412227165,45.2492148
601,25,SAVOIE,ChambÃ©ry,PASTEUR,FR33101,urban,Fond,Dioxyde d'azote,8,13.5,ug.m-3,mensuel,1,1,273680,5,2018,5.928435518,45.56462103
602,104,RHONE,Villefranche-sur-SaÃ´ne,VILLEFRANCHE Village,FR20061,urban,Fond,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,274353,9,2018,4.719285546,45.98637779
603,39,HAUTE-SAVOIE,Annemasse,ANNEMASSE,FR33211,urban,Fond,Dioxyde d'azote,8,25.6,ug.m-3,mensuel,1,1,274367,10,2018,6.240562703,46.19584661
604,83,PUY-DE-DOME,ChamaliÃ¨res,ChamaliÃ¨res Europe,FR07039,urban,Trafic,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,274699,12,2018,3.062977943,45.77473469
605,65,RHONE,Lyon 1er Arrondissement,Lyon - Tunnel Croix-Rousse - Sortie RhÃ´ne,FR20065,urban,Fond,Dioxyde d'azote,8,50.9,ug.m-3,mensuel,1,1,273666,5,2018,4.83693921,45.77249745
606,134,RHONE,Lyon,POINT DU JOUR,FR20018,urban,Fond,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,273371,3,2018,4.790200546,45.74856906
607,116,RHONE,Bron,LYON_PÃ©riph_Est,FR20063,urban,Trafic,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,273039,1,2018,4.895998641,45.72801423
608,132,RHONE,DiÃ¨me,HAUT BEAUJOLAIS,FR20049,rural-nearcity,Fond,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,273334,3,2018,4.465714093,45.96139254
609,116,RHONE,Villefranche-sur-SaÃ´ne,VILLEFRANCHE,FR20026,suburban,Trafic,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,274662,11,2018,4.715468338,45.98868744
610,144,HAUTE-SAVOIE,Magland,Magland,FR33374,suburban,Fond,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,272887,12,2017,6.62033725,46.02031943
611,144,PUY-DE-DOME,Royat,Royat,FR07001,suburban,Fond,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,273225,2,2018,3.047192677,45.76465692
612,106,PUY-DE-DOME,Gerzat,Gerzat,FR07006,suburban,Fond,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,273480,4,2018,3.142914792,45.82382861
613,66,SAVOIE,Saint-Julien-Mont-Denis,St Julien trafic,FR33114,urban,Trafic,Dioxyde d'azote,8,46.9,ug.m-3,mensuel,1,1,274802,12,2018,6.397018275,45.25256234
614,44,DROME,Saint-Nazaire-le-DÃ©sert,DrÃ´me Rurale Sud-SND,FR36021,rural-remote,Fond,Dioxyde d'azote,8,1.2,ug.m-3,mensuel,1,1,274559,11,2018,5.278976936,44.56946865
615,101,DROME,Valence,Valence boulevard,FR36033,urban,Trafic,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,274808,12,2018,4.918420468,44.93123441
616,105,ISERE,Fontaine,Fontaine Les Balmes,FR15017,urban,Fond,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,273474,4,2018,5.686968799,45.19044442
617,121,LOIRE,Roisey,COL_OEILLON,FR29440,rural-regional,Fond,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,274553,11,2018,4.61581495,45.38958683
618,13,RHONE,Pusignan,SAINT EXUPERY,FR20048,suburban,Fond,Dioxyde d'azote,8,17.2,ug.m-3,mensuel,1,1,273231,2,2018,5.070377771,45.75485265
619,33,SAVOIE,Saint-Julien-Mont-Denis,St Julien trafic,FR33114,urban,Trafic,Dioxyde d'azote,8,16.6,ug.m-3,mensuel,1,1,273866,6,2018,6.397018275,45.25256234
620,146,PUY-DE-DOME,Royat,Royat,FR07001,suburban,Fond,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,274161,8,2018,3.047192677,45.76465692
621,68,DROME,Valence,Valence boulevard,FR36033,urban,Trafic,Dioxyde d'azote,8,18.5,ug.m-3,mensuel,1,1,273872,6,2018,4.918420468,44.93123441
622,89,ISERE,Charavines,Charavines,FR15001,rural-regional,Fond,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,272833,12,2017,5.517795361,45.42763049
623,155,RHONE,Givors,GIVORS,FR20038,suburban,Industrielle,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,273325,3,2018,4.773027653,45.58220911
624,136,RHONE,Feyzin,CLOCHETTES,FR20032,suburban,Industrielle,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,274708,12,2018,4.855563803,45.68779373
625,12,RHONE,Pusignan,SAINT EXUPERY,FR20048,suburban,Fond,Dioxyde d'azote,8,6.9,ug.m-3,mensuel,1,1,274167,8,2018,5.070377771,45.75485265
626,83,PUY-DE-DOME,Issoire,Issoire Associations,FR07038,urban,Fond,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,273179,2,2018,3.248278199,45.54449495
627,65,ALLIER,MontluÃ§on,MontluÃ§on,FR07058,urban,Fond,Dioxyde d'azote,8,20.4,ug.m-3,mensuel,1,1,274605,11,2018,2.593946169,46.34070576
628,121,DROME,Valence,A7 Valence Ouest,FR36029,urban,Trafic,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,273428,4,2018,4.889795081,44.94298255
629,155,RHONE,Givors,GIVORS,FR20038,suburban,Industrielle,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,274261,9,2018,4.773027653,45.58220911
