,gid,nom_dept,nom_com,nom_station,code_station,typologie,influence,nom_poll,id_poll_ue,valeur,unite,metrique,validite,validation,ESRI_OID,mois,annee,X,Y
55,61,PUY-DE-DOME,Royat,Royat PÃ©riurbaine,FR07060,suburban,Fond,Dioxyde d'azote,8,7.9,ug.m-3,mensuel,1,1,273382,3,2018,3.046111478,45.76411707
56,111,PUY-DE-DOME,Clermont-Ferrand,Delille,FR07008,urban,Fond,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,273465,4,2018,3.094580472,45.78092601
57,82,HAUTE-SAVOIE,Thonon-les-Bains,THONON les Bains,FR33260,urban,Fond,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,273714,5,2018,6.484725919,46.37448041
58,129,PUY-DE-DOME,Clermont-Ferrand,Place de Jaude,FR07030,urban,Fond,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,274461,10,2018,3.081883877,45.77625339
59,74,ARDECHE,Annonay,ANNONAY,FR36025,urban,Fond,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,273121,2,2018,4.725826577,45.24276067
60,2,ISERE,Saint-Martin-d'HÃ¨res,St Martin dHeres,FR15038,urban,Fond,Dioxyde d'azote,8,12.4,ug.m-3,mensuel,1,1,273868,6,2018,5.75310114,45.18279644
61,76,ISERE,Salaise-sur-Sanne,SALAISE sur SANNE,FR27001,suburban,Industrielle,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,274793,12,2018,4.803705088,45.35537585
62,19,ISERE,Roussillon,ROUSSILLON,FR27002,urban,Fond,Dioxyde d'azote,8,20.5,ug.m-3,mensuel,1,1,273536,4,2018,4.805142184,45.36778213
63,21,ISERE,Bourgoin-Jallieu,Bourgoin-Jallieu,FR27007,urban,Fond,Dioxyde d'azote,8,17.9,ug.m-3,mensuel,1,1,273133,2,2018,5.270867533,45.60820782
64,14,AIN,Miribel,COTIERE AIN,FR20047,suburban,Fond,Dioxyde d'azote,8,11.3,ug.m-3,mensuel,1,1,274710,12,2018,4.953959787,45.82322611
65,41,HAUTE-SAVOIE,Annecy,NOVEL,FR33202,urban,Fond,Dioxyde d'azote,8,29.4,ug.m-3,mensuel,1,1,272895,12,2017,6.135649748,45.9170744
66,118,AIN,Bourg-en-Bresse,Bourg en Bresse,FR33301,urban,Fond,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,274223,9,2018,5.224747544,46.21224601
67,110,PUY-DE-DOME,Clermont-Ferrand,Delille,FR07008,urban,Fond,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,274401,10,2018,3.094580472,45.78092601
68,20,ISERE,Sablons,Sablons,FR27005,suburban,Fond,Dioxyde d'azote,8,17.2,ug.m-3,mensuel,1,1,273227,2,2018,4.770701965,45.32185724
69,89,LOIRE,Saint-Ã‰tienne,COUBERTIN,FR29421,suburban,Fond,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,274555,11,2018,4.389781793,45.46673742
70,93,ISERE,Bourgoin-Jallieu,Bourgoin-Jallieu,FR27007,urban,Fond,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,274069,8,2018,5.270867533,45.60820782
71,7,RHONE,Villeurbanne,GRANDCLEMENT,FR20019,urban,Trafic,Dioxyde d'azote,8,20.5,ug.m-3,mensuel,1,1,274106,8,2018,4.886217349,45.75835327
72,14,AIN,Miribel,COTIERE AIN,FR20047,suburban,Fond,Dioxyde d'azote,8,9.4,ug.m-3,mensuel,1,1,273774,6,2018,4.953959787,45.82322611
73,152,PUY-DE-DOME,Issoire,Issoire Centre,FR07019,urban,Fond,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,273336,3,2018,3.249302584,45.54431259
74,55,ALLIER,Villeneuve-sur-Allier,Villeneuve sur Allier,FR07048,suburban,Trafic,Dioxyde d'azote,8,39.7,ug.m-3,mensuel,1,1,273419,3,2018,3.249313913,46.65910627
75,45,PUY-DE-DOME,Clermont-Ferrand,Montferrand,FR07004,urban,Fond,Dioxyde d'azote,8,16.9,ug.m-3,mensuel,1,1,273668,5,2018,3.113828888,45.79729717
76,108,HAUTE-LOIRE,Le Puy-en-Velay,Le Puy Coiffier,FR07043,urban,Trafic,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,274747,12,2018,3.888801777,45.04283244
77,95,RHONE,Lyon,BREST,FR20011,urban,Trafic,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,273914,7,2018,4.831397349,45.76529163
78,85,RHONE,Lyon,ST JUST,FR20004,urban,Fond,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,273087,1,2018,4.820334655,45.75529247
79,62,RHONE,La MulatiÃ¨re,A7 SUD LYONNAIS,FR20013,suburban,Trafic,Dioxyde d'azote,8,56.9,ug.m-3,mensuel,1,1,273582,5,2018,4.818102302,45.72029023
80,12,RHONE,Lyon,GERLAND,FR20017,urban,Fond,Dioxyde d'azote,8,35.9,ug.m-3,mensuel,1,1,274415,10,2018,4.829800054,45.73532325
81,72,AIN,TrÃ©voux,VILLEFRANCHE PERIURB,FR20068,suburban,Fond,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,274664,11,2018,4.796107228,45.93627613
82,88,PUY-DE-DOME,AubiÃ¨re,Landais,FR07005,suburban,Trafic,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,273027,1,2018,3.111945993,45.76389086
83,35,SAVOIE,Albertville,Albertville,FR33121,urban,Fond,Dioxyde d'azote,8,23.7,ug.m-3,mensuel,1,1,273273,3,2018,6.389725896,45.67503862
84,77,CANTAL,Aurillac,Aurillac Centre,FR07011,urban,Trafic,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,274060,8,2018,2.436778768,44.92313152
85,58,ALLIER,Villeneuve-sur-Allier,Villeneuve sur Allier,FR07048,suburban,Trafic,Dioxyde d'azote,8,41.3,ug.m-3,mensuel,1,1,274355,9,2018,3.249313913,46.65910627
86,7,ISERE,Crolles,Gresivaudan Periurb,FR15048,suburban,Fond,Dioxyde d'azote,8,9.4,ug.m-3,mensuel,1,1,274269,9,2018,5.882207635,45.2797309
87,139,LOIRE,Veauche,VEAUCHE,FR29427,suburban,Industrielle,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,272941,12,2017,4.298550264,45.56581455
88,19,RHONE,Lyon 7e Arrondissement,LYON TRAFIC JAURES,FR20070,urban,Trafic,Dioxyde d'azote,8,39.7,ug.m-3,mensuel,1,1,274601,11,2018,4.84438932,45.7496774
89,85,RHONE,Lyon,ST JUST,FR20004,urban,Fond,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,274023,7,2018,4.820334655,45.75529247
90,76,AIN,TrÃ©voux,VILLEFRANCHE PERIURB,FR20068,suburban,Fond,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,273728,5,2018,4.796107228,45.93627613
91,52,PUY-DE-DOME,Riom,Riom,FR07032,urban,Fond,Dioxyde d'azote,8,16,ug.m-3,mensuel,1,1,273373,3,2018,3.115060625,45.89418891
92,121,HAUTE-LOIRE,Le Puy-en-Velay,Le Puy Centre,FR07012,urban,Fond,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,273966,7,2018,3.883006849,45.04503959
93,34,SAVOIE,Albertville,Albertville,FR33121,urban,Fond,Dioxyde d'azote,8,17.8,ug.m-3,mensuel,1,1,274209,9,2018,6.389725896,45.67503862
94,101,DROME,Dieulefit,DrÃ´me Rurale Sud,FR36005,rural-regional,Fond,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,273622,5,2018,5.08986928,44.52070715
95,75,ARDECHE,Aubenas,Aubenas_belvedere,FR36022,urban,Fond,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,274215,9,2018,4.384983021,44.62229272
96,127,RHONE,Feyzin,FEYZIN STADE,FR20029,suburban,Industrielle,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,273628,5,2018,4.845899116,45.66390304
97,34,SAVOIE,ChambÃ©ry,ChambÃ©ry Trafic,FR33105,urban,Trafic,Dioxyde d'azote,8,42.2,ug.m-3,mensuel,1,1,274701,12,2018,5.932988974,45.56945829
98,17,RHONE,Lyon,LYON Centre,FR20062,urban,Fond,Dioxyde d'azote,8,30,ug.m-3,mensuel,1,1,272881,12,2017,4.853725888,45.75799123
99,53,ALLIER,Paray-le-FrÃ©sil,Paray le Fresil,FR07022,rural-regional,Fond,Dioxyde d'azote,8,2.6,ug.m-3,mensuel,1,1,273522,4,2018,3.600672472,46.65267164
100,53,PUY-DE-DOME,Clermont-Ferrand,Site autoroutier A71,FR07042,urban,Trafic,Dioxyde d'azote,8,34.3,ug.m-3,mensuel,1,1,274014,7,2018,3.143004889,45.78402676
101,62,PUY-DE-DOME,Riom,Riom,FR07032,urban,Fond,Dioxyde d'azote,8,11.7,ug.m-3,mensuel,1,1,274309,9,2018,3.115060625,45.89418891
102,136,PUY-DE-DOME,AubiÃ¨re,Roussillon,FR07024,urban,Trafic,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,274315,9,2018,3.132000556,45.75171257
103,42,DROME,Portes-lÃ¨s-Valence,Valence PÃ©riurb. Sud,FR36001,suburban,Fond,Dioxyde d'azote,8,21.6,ug.m-3,mensuel,1,1,274653,11,2018,4.876290874,44.87026236
104,109,ISERE,Champagnier,Champagnier,FR15012,suburban,Industrielle,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,272987,1,2018,5.726999066,45.10928942
105,79,RHONE,Lyon,PUITS GAILLOT,FR20001,urban,Trafic,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,273528,4,2018,4.836389594,45.76719208
106,147,RHONE,Caluire-et-Cuire,CALUIRE,FR20023,suburban,Trafic,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,272981,1,2018,4.848345018,45.80140495
107,105,PUY-DE-DOME,Clermont-Ferrand,Clermont La Pardieu,FR07035,suburban,Fond,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,272835,12,2017,3.134885151,45.76359562
108,124,PUY-DE-DOME,Clermont-Ferrand,Gravanches,FR07002, suburban,Fond,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,273327,3,2018,3.143279556,45.79564274
109,141,ISERE,Grenoble,Grenoble Foch,FR15006,urban,Trafic,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,273330,3,2018,5.721383085,45.18078138
110,143,LOIRE,Firminy,FIRMINY,FR29425,urban,Fond,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,274409,10,2018,4.281682417,45.38796299
111,36,ISERE,Sablons,Sablons,FR27005,suburban,Fond,Dioxyde d'azote,8,9.3,ug.m-3,mensuel,1,1,274163,8,2018,4.770701965,45.32185724
112,30,LOIRE,Saint-Ã‰tienne,ST ETIENNE BD URBAIN ,FR29441,urban,Trafic,Dioxyde d'azote,8,33.6,ug.m-3,mensuel,1,1,273081,1,2018,4.388763482,45.44801752
113,30,SAVOIE,ChambÃ©ry,CHAMBERY LE HAUT,FR33102,urban,Fond,Dioxyde d'azote,8,8.7,ug.m-3,mensuel,1,1,273920,7,2018,5.918616424,45.59668502
114,98,RHONE,Lyon 2e Arrondissement,Lyon Presqu'Ã®le,FR20071,urban,Fond,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,274756,12,2018,4.828762953,45.75335466
115,98,RHONE,Neuville-sur-SaÃ´ne,NEUVILLE,FR20044,suburban,Fond,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,273674,5,2018,4.838894431,45.87803176
116,51,RHONE,Villefranche-sur-SaÃ´ne,Villefranche Centre ,FR20077,urban,Fond,Dioxyde d'azote,8,20.9,ug.m-3,mensuel,1,1,274507,10,2018,4.715564903,45.9901271
117,125,PUY-DE-DOME,Issoire,Issoire Ecole Centre,FR07045,urban,Fond,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,273181,2,2018,3.247652276,45.54494657
118,42,HAUTE-SAVOIE,Gaillard,GAILLARD,FR33212,urban,Fond,Dioxyde d'azote,8,23.6,ug.m-3,mensuel,1,1,273476,4,2018,6.214856591,46.19369277
119,97,ALLIER,MontluÃ§on,Montlucon Chateau,FR07013,urban,Fond,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,274607,11,2018,2.605002568,46.34002422
120,75,ARDECHE,Aubenas,Aubenas_belvedere,FR36022,urban,Fond,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,273279,3,2018,4.384983021,44.62229272
121,113,ISERE,Le Versoud,Versoud,FR15007,suburban,Fond,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,273722,5,2018,5.850340053,45.21711641
122,24,ISERE,Salaise-sur-Sanne,A7 Nord-IsÃ¨re,FR27008,suburban,Trafic,Dioxyde d'azote,8,38.3,ug.m-3,mensuel,1,1,274361,10,2018,4.804822471,45.35319621
123,28,LOIRE,Saint-Ã‰tienne,ST ETIENNE BD URBAIN ,FR29441,urban,Trafic,Dioxyde d'azote,8,25,ug.m-3,mensuel,1,1,274017,7,2018,4.388763482,45.44801752
124,99,RHONE,Lyon 2e Arrondissement,Lyon Presqu'Ã®le,FR20071,urban,Fond,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,273820,6,2018,4.828762953,45.75335466
125,110,RHONE,Lyon,VAISE MARIETTON,FR20008,urban,Trafic,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,272935,12,2017,4.803604967,45.77690841
126,49,ALLIER,Paray-le-FrÃ©sil,Paray le Fresil,FR07022,rural-regional,Fond,Dioxyde d'azote,8,5,ug.m-3,mensuel,1,1,273210,2,2018,3.600672472,46.65267164
127,74,CANTAL,Aurillac,Aurillac Centre,FR07011,urban,Trafic,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,274372,10,2018,2.436778768,44.92313152
128,101,DROME,Bourg-lÃ¨s-Valence,Valence Trafic,FR36003,urban,Trafic,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,273874,6,2018,4.889881256,44.94892516
129,1,ISERE,Champ-sur-Drac,Champ sur Drac,FR15013,suburban,Fond,Dioxyde d'azote,8,25.5,ug.m-3,mensuel,1,1,274704,12,2018,5.728650031,45.07951817
130,8,RHONE,La MulatiÃ¨re,A7 SUD LYONNAIS,FR20013,suburban,Trafic,Dioxyde d'azote,8,66.6,ug.m-3,mensuel,1,1,274206,9,2018,4.818102302,45.72029023
131,40,HAUTE-SAVOIE,Saint-Germain-sur-RhÃ´ne,St Germain/RhÃ´ne,FR33302,rural-nearcity,Fond,Dioxyde d'azote,8,4.9,ug.m-3,mensuel,1,1,273708,5,2018,5.820837783,46.07223918
132,136,PUY-DE-DOME,AubiÃ¨re,Roussillon,FR07024,urban,Trafic,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,273067,1,2018,3.132000556,45.75171257
133,51,ALLIER,Villeneuve-sur-Allier,Villeneuve sur Allier,FR07048,suburban,Trafic,Dioxyde d'azote,8,37,ug.m-3,mensuel,1,1,273731,5,2018,3.249313913,46.65910627
134,63,PUY-DE-DOME,Clermont-Ferrand,Beaulieu,FR07051,suburban,Industrielle,Dioxyde d'azote,8,8.6,ug.m-3,mensuel,1,1,274063,8,2018,3.15499665,45.76897272
135,123,HAUTE-LOIRE,Le Puy-en-Velay,Le Puy Centre,FR07012,urban,Fond,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,274278,9,2018,3.883006849,45.04503959
136,4,ISERE,Vif,Grenoble PeriurbSud,FR15045,suburban,Fond,Dioxyde d'azote,8,4,ug.m-3,mensuel,1,1,274112,8,2018,5.676696129,45.05780535
137,77,ISERE,Salaise-sur-Sanne,SALAISE sur SANNE,FR27001,suburban,Industrielle,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,273233,2,2018,4.803705088,45.35537585
138,139,LOIRE,Veauche,VEAUCHE,FR29427,suburban,Industrielle,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,273565,4,2018,4.298550264,45.56581455
139,75,RHONE,Lyon,PUITS GAILLOT,FR20001,urban,Trafic,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,274776,12,2018,4.836389594,45.76719208
140,50,RHONE,Lyon,GERLAND,FR20017,urban,Fond,Dioxyde d'azote,8,42.6,ug.m-3,mensuel,1,1,274727,12,2018,4.829800054,45.73532325
141,147,RHONE,Caluire-et-Cuire,CALUIRE,FR20023,suburban,Trafic,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,274229,9,2018,4.848345018,45.80140495
142,79,HAUTE-SAVOIE,Thonon-les-Bains,THONON les Bains,FR33260,urban,Fond,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,273090,1,2018,6.484725919,46.37448041
143,142,PUY-DE-DOME,Clermont-Ferrand,Gaillard,FR07007,urban,Trafic,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,274255,9,2018,3.082777891,45.78030494
144,107,ISERE,Champagnier,Champagnier,FR15012,suburban,Industrielle,Dioxyde d'azote,8,,ug.m-3,mensuel,0,0,273923,7,2018,5.726999066,45.10928942
145,1,ISERE,Champ-sur-Drac,Champ sur Drac,FR15013,suburban,Fond,Dioxyde d'azote,8,30.6,ug.m-3,mensuel,1,1,272832,12,2017,5.728650031,45.07951817
